,Unnamed: 0,path,mask_state,age,gender,class,pred,folder
283,283,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000062_female_Asian_55/mask2.jpg,Wear,55,female,4,0,000062_female_Asian_55
285,285,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000062_female_Asian_55/mask5.jpg,Wear,55,female,4,0,000062_female_Asian_55
286,286,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000062_female_Asian_55/mask3.jpg,Wear,55,female,4,0,000062_female_Asian_55
294,294,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/mask1.jpg,Wear,53,female,4,0,000066_female_Asian_53
295,295,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/normal.jpg,Not Wear,53,female,16,12,000066_female_Asian_53
296,296,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/incorrect_mask.jpg,Incorrect,53,female,10,6,000066_female_Asian_53
297,297,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/mask2.jpg,Wear,53,female,4,0,000066_female_Asian_53
298,298,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/mask4.jpg,Wear,53,female,4,0,000066_female_Asian_53
299,299,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/mask5.jpg,Wear,53,female,4,0,000066_female_Asian_53
300,300,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000066_female_Asian_53/mask3.jpg,Wear,53,female,4,0,000066_female_Asian_53
301,301,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/mask1.jpg,Wear,54,female,4,3,000067_female_Asian_54
302,302,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/normal.jpg,Not Wear,54,female,16,15,000067_female_Asian_54
303,303,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,9,000067_female_Asian_54
304,304,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/mask2.jpg,Wear,54,female,4,3,000067_female_Asian_54
305,305,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/mask4.jpg,Wear,54,female,4,3,000067_female_Asian_54
306,306,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/mask5.jpg,Wear,54,female,4,3,000067_female_Asian_54
307,307,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000067_female_Asian_54/mask3.jpg,Wear,54,female,4,3,000067_female_Asian_54
308,308,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000069_female_Asian_54/mask1.jpg,Wear,54,female,4,3,000069_female_Asian_54
310,310,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000069_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,9,000069_female_Asian_54
311,311,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000069_female_Asian_54/mask2.jpg,Wear,54,female,4,3,000069_female_Asian_54
312,312,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000069_female_Asian_54/mask4.jpg,Wear,54,female,4,3,000069_female_Asian_54
313,313,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000069_female_Asian_54/mask5.jpg,Wear,54,female,4,3,000069_female_Asian_54
314,314,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000069_female_Asian_54/mask3.jpg,Wear,54,female,4,3,000069_female_Asian_54
315,315,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000070_female_Asian_58/mask1.jpg,Wear,58,female,4,3,000070_female_Asian_58
317,317,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000070_female_Asian_58/incorrect_mask.jpg,Incorrect,58,female,10,3,000070_female_Asian_58
319,319,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000070_female_Asian_58/mask4.jpg,Wear,58,female,4,3,000070_female_Asian_58
320,320,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000070_female_Asian_58/mask5.jpg,Wear,58,female,4,3,000070_female_Asian_58
321,321,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000070_female_Asian_58/mask3.jpg,Wear,58,female,4,3,000070_female_Asian_58
322,322,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000071_female_Asian_56/mask1.jpg,Wear,56,female,4,3,000071_female_Asian_56
325,325,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000071_female_Asian_56/mask2.jpg,Wear,56,female,4,3,000071_female_Asian_56
326,326,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000071_female_Asian_56/mask4.jpg,Wear,56,female,4,3,000071_female_Asian_56
327,327,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000071_female_Asian_56/mask5.jpg,Wear,56,female,4,3,000071_female_Asian_56
328,328,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000071_female_Asian_56/mask3.jpg,Wear,56,female,4,3,000071_female_Asian_56
331,331,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000073_female_Asian_52/incorrect_mask.jpg,Incorrect,52,female,10,9,000073_female_Asian_52
337,337,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000075_female_Asian_56/normal.jpg,Not Wear,56,female,16,12,000075_female_Asian_56
338,338,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000075_female_Asian_56/incorrect_mask.jpg,Incorrect,56,female,10,9,000075_female_Asian_56
340,340,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000075_female_Asian_56/mask4.jpg,Wear,56,female,4,0,000075_female_Asian_56
341,341,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000075_female_Asian_56/mask5.jpg,Wear,56,female,4,0,000075_female_Asian_56
342,342,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000075_female_Asian_56/mask3.jpg,Wear,56,female,4,0,000075_female_Asian_56
348,348,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000077_male_Asian_59/mask5.jpg,Wear,59,male,1,2,000077_male_Asian_59
350,350,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/mask1.jpg,Wear,55,female,4,3,000078_female_Asian_55
351,351,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/normal.jpg,Not Wear,55,female,16,15,000078_female_Asian_55
352,352,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/incorrect_mask.jpg,Incorrect,55,female,10,9,000078_female_Asian_55
353,353,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/mask2.jpg,Wear,55,female,4,3,000078_female_Asian_55
354,354,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/mask4.jpg,Wear,55,female,4,3,000078_female_Asian_55
355,355,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/mask5.jpg,Wear,55,female,4,3,000078_female_Asian_55
356,356,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000078_female_Asian_55/mask3.jpg,Wear,55,female,4,3,000078_female_Asian_55
365,365,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000080_female_Asian_57/normal.jpg,Not Wear,57,female,16,15,000080_female_Asian_57
371,371,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000206_female_Asian_57/mask1.jpg,Wear,57,female,4,0,000206_female_Asian_57
382,382,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000207_female_Asian_56/mask4.jpg,Wear,56,female,4,3,000207_female_Asian_56
383,383,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000207_female_Asian_56/mask5.jpg,Wear,56,female,4,3,000207_female_Asian_56
393,393,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000210_female_Asian_54/normal.jpg,Not Wear,54,female,16,12,000210_female_Asian_54
396,396,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000210_female_Asian_54/mask4.jpg,Wear,54,female,4,0,000210_female_Asian_54
397,397,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000210_female_Asian_54/mask5.jpg,Wear,54,female,4,0,000210_female_Asian_54
429,429,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000217_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,6,000217_female_Asian_54
441,441,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000219_female_Asian_53/mask1.jpg,Wear,53,female,4,1,000219_female_Asian_53
443,443,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000219_female_Asian_53/incorrect_mask.jpg,Incorrect,53,female,10,6,000219_female_Asian_53
445,445,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000219_female_Asian_53/mask4.jpg,Wear,53,female,4,0,000219_female_Asian_53
447,447,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000219_female_Asian_53/mask3.jpg,Wear,53,female,4,0,000219_female_Asian_53
456,456,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000224_female_Asian_56/normal.jpg,Not Wear,56,female,16,17,000224_female_Asian_56
462,462,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/mask1.jpg,Wear,25,female,3,0,000225_female_Asian_25
463,463,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/normal.jpg,Not Wear,25,female,15,12,000225_female_Asian_25
464,464,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/incorrect_mask.jpg,Incorrect,25,female,9,6,000225_female_Asian_25
465,465,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/mask2.jpg,Wear,25,female,3,0,000225_female_Asian_25
466,466,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/mask4.jpg,Wear,25,female,3,0,000225_female_Asian_25
467,467,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/mask5.jpg,Wear,25,female,3,0,000225_female_Asian_25
468,468,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000225_female_Asian_25/mask3.jpg,Wear,25,female,3,0,000225_female_Asian_25
469,469,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000226_female_Asian_58/mask1.jpg,Wear,58,female,4,0,000226_female_Asian_58
470,470,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000226_female_Asian_58/normal.jpg,Not Wear,58,female,16,12,000226_female_Asian_58
471,471,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000226_female_Asian_58/incorrect_mask.jpg,Incorrect,58,female,10,6,000226_female_Asian_58
473,473,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000226_female_Asian_58/mask4.jpg,Wear,58,female,4,0,000226_female_Asian_58
474,474,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000226_female_Asian_58/mask5.jpg,Wear,58,female,4,0,000226_female_Asian_58
475,475,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000226_female_Asian_58/mask3.jpg,Wear,58,female,4,0,000226_female_Asian_58
520,520,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000236_male_Asian_51/incorrect_mask.jpg,Incorrect,51,male,7,1,000236_male_Asian_51
595,595,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000255_female_Asian_59/mask1.jpg,Wear,59,female,4,3,000255_female_Asian_59
597,597,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000255_female_Asian_59/incorrect_mask.jpg,Incorrect,59,female,10,6,000255_female_Asian_59
598,598,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000255_female_Asian_59/mask2.jpg,Wear,59,female,4,3,000255_female_Asian_59
599,599,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000255_female_Asian_59/mask4.jpg,Wear,59,female,4,3,000255_female_Asian_59
601,601,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000255_female_Asian_59/mask3.jpg,Wear,59,female,4,3,000255_female_Asian_59
602,602,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000256_female_Asian_58/mask1.jpg,Wear,58,female,4,0,000256_female_Asian_58
603,603,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000256_female_Asian_58/normal.jpg,Not Wear,58,female,16,13,000256_female_Asian_58
605,605,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000256_female_Asian_58/mask2.jpg,Wear,58,female,4,0,000256_female_Asian_58
606,606,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000256_female_Asian_58/mask4.jpg,Wear,58,female,4,0,000256_female_Asian_58
607,607,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000256_female_Asian_58/mask5.jpg,Wear,58,female,4,0,000256_female_Asian_58
612,612,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000260_female_Asian_58/mask2.jpg,Wear,58,female,4,3,000260_female_Asian_58
613,613,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000260_female_Asian_58/mask4.jpg,Wear,58,female,4,3,000260_female_Asian_58
615,615,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000260_female_Asian_58/mask3.jpg,Wear,58,female,4,3,000260_female_Asian_58
625,625,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000262_male_Asian_56/incorrect_mask.jpg,Incorrect,56,male,7,6,000262_male_Asian_56
630,630,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000263_female_Asian_48/mask1.jpg,Wear,48,female,4,0,000263_female_Asian_48
631,631,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000263_female_Asian_48/normal.jpg,Not Wear,48,female,16,15,000263_female_Asian_48
634,634,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000263_female_Asian_48/mask4.jpg,Wear,48,female,4,0,000263_female_Asian_48
635,635,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000263_female_Asian_48/mask5.jpg,Wear,48,female,4,0,000263_female_Asian_48
636,636,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000263_female_Asian_48/mask3.jpg,Wear,48,female,4,0,000263_female_Asian_48
688,688,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000272_female_Asian_52/incorrect_mask.jpg,Incorrect,52,female,10,7,000272_female_Asian_52
689,689,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000272_female_Asian_52/mask2.jpg,Wear,52,female,4,5,000272_female_Asian_52
702,702,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000274_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,9,000274_female_Asian_54
703,703,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000274_female_Asian_54/mask2.jpg,Wear,54,female,4,3,000274_female_Asian_54
704,704,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000274_female_Asian_54/mask4.jpg,Wear,54,female,4,3,000274_female_Asian_54
705,705,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000274_female_Asian_54/mask5.jpg,Wear,54,female,4,3,000274_female_Asian_54
706,706,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000274_female_Asian_54/mask3.jpg,Wear,54,female,4,3,000274_female_Asian_54
709,709,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000275_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,9,000275_female_Asian_54
710,710,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000275_female_Asian_54/mask2.jpg,Wear,54,female,4,0,000275_female_Asian_54
711,711,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000275_female_Asian_54/mask4.jpg,Wear,54,female,4,3,000275_female_Asian_54
724,724,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000277_female_Asian_54/mask2.jpg,Wear,54,female,4,3,000277_female_Asian_54
728,728,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000278_female_Asian_54/mask1.jpg,Wear,54,female,4,5,000278_female_Asian_54
730,730,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000278_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,7,000278_female_Asian_54
731,731,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000278_female_Asian_54/mask2.jpg,Wear,54,female,4,3,000278_female_Asian_54
732,732,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000278_female_Asian_54/mask4.jpg,Wear,54,female,4,3,000278_female_Asian_54
737,737,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000279_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,7,000279_female_Asian_54
744,744,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000280_female_Asian_54/incorrect_mask.jpg,Incorrect,54,female,10,7,000280_female_Asian_54
748,748,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/000280_female_Asian_54/mask3.jpg,Wear,54,female,4,1,000280_female_Asian_54
